"station1","station2","connected"
"Boulogne - Pont de Saint-Cloud","Esplanade de la Défense",FALSE
"Boulogne - Jean Jaurès","Esplanade de la Défense",FALSE
"Chardon-Lagache","Esplanade de la Défense",FALSE
"Église d'Auteuil","Esplanade de la Défense",FALSE
"Mirabeau","Esplanade de la Défense",FALSE
"Javel - André Citroën","Esplanade de la Défense",FALSE
"Charles Michels","Esplanade de la Défense",FALSE
"Avenue Émile Zola","Esplanade de la Défense",FALSE
"Ségur","Esplanade de la Défense",FALSE
"Duroc","Esplanade de la Défense",FALSE
"Vaneau","Esplanade de la Défense",FALSE
"Sèvres - Babylone","Esplanade de la Défense",FALSE
"Mabillon","Esplanade de la Défense",FALSE
"Cluny - La Sorbonne","Esplanade de la Défense",FALSE
"Maubert - Mutualité","Esplanade de la Défense",FALSE
"Cardinal Lemoine","Esplanade de la Défense",FALSE
"Rambuteau","Esplanade de la Défense",FALSE
"Goncourt","Esplanade de la Défense",FALSE
"Pyrénées","Esplanade de la Défense",FALSE
"Jourdain","Esplanade de la Défense",FALSE
"Place des Fêtes","Esplanade de la Défense",FALSE
"Télégraphe","Esplanade de la Défense",FALSE
"Porte des Lilas","Esplanade de la Défense",FALSE
"Mairie des Lilas","Esplanade de la Défense",FALSE
"Serge Gainsbourg","Esplanade de la Défense",FALSE
"Romainville - Carnot","Esplanade de la Défense",FALSE
"Montreuil - Hôpital","Esplanade de la Défense",FALSE
"La Dhuys","Esplanade de la Défense",FALSE
"Coteaux - Beauclair","Esplanade de la Défense",FALSE
"Rosny-Bois-Perrier","Esplanade de la Défense",FALSE
"Aubervilliers - Front Populaire","Esplanade de la Défense",FALSE
"Porte de la Chapelle","Esplanade de la Défense",FALSE
"Marx Dormoy","Esplanade de la Défense",FALSE
"Jules Joffrin","Esplanade de la Défense",FALSE
"Lamarck - Caulaincourt","Esplanade de la Défense",FALSE
"Abbesses","Esplanade de la Défense",FALSE
"Saint-Georges","Esplanade de la Défense",FALSE
"Notre-Dame-de-Lorette","Esplanade de la Défense",FALSE
"Trinité - d'Estienne d'Orves","Esplanade de la Défense",FALSE
"Assemblée Nationale","Esplanade de la Défense",FALSE
"Solférino","Esplanade de la Défense",FALSE
"Rue du Bac","Esplanade de la Défense",FALSE
"Rennes","Esplanade de la Défense",FALSE
"Notre-Dame-des-Champs","Esplanade de la Défense",FALSE
"Falguière","Esplanade de la Défense",FALSE
"Volontaires","Esplanade de la Défense",FALSE
"Vaugirard","Esplanade de la Défense",FALSE
"Convention","Esplanade de la Défense",FALSE
"Porte de Versailles","Esplanade de la Défense",FALSE
"Corentin Celton","Esplanade de la Défense",FALSE
"Mairie d'Issy","Esplanade de la Défense",FALSE
"Saint-Denis – Pleyel","Esplanade de la Défense",FALSE
"Mairie de Saint-Ouen","Esplanade de la Défense",FALSE
"Porte de Clichy","Esplanade de la Défense",FALSE
"Pont Cardinet","Esplanade de la Défense",FALSE
"Cour Saint-Émilion","Esplanade de la Défense",FALSE
"Bibliothèque François Mitterrand","Esplanade de la Défense",FALSE
"Olympiades","Esplanade de la Défense",FALSE
" Hôpital Bicêtre","Esplanade de la Défense",FALSE
"Villejuif – Gustave Roussy","Esplanade de la Défense",FALSE
"L'Haÿ-les-Roses","Esplanade de la Défense",FALSE
"Chevilly-Larue","Esplanade de la Défense",FALSE
"Thiais-Orly","Esplanade de la Défense",FALSE
"Aéroport d'Orly","Esplanade de la Défense",FALSE
"Saint-Fargeau","Esplanade de la Défense",FALSE
"Pelleport","Esplanade de la Défense",FALSE
"Bolivar","Esplanade de la Défense",FALSE
"Buttes Chaumont","Esplanade de la Défense",FALSE
"Botzaris","Esplanade de la Défense",FALSE
"Pré Saint-Gervais","Esplanade de la Défense",FALSE
"Danube","Esplanade de la Défense",FALSE
"La Fourche","Esplanade de la Défense",FALSE
"Liège","Esplanade de la Défense",FALSE
"Champs-Élysées – Clemenceau","Esplanade de la Défense",FALSE
"Varenne","Esplanade de la Défense",FALSE
"Saint-François-Xavier","Esplanade de la Défense",FALSE
"Montparnasse – Bienvenüe","Esplanade de la Défense",FALSE
"Gaîté","Esplanade de la Défense",FALSE
"Pernety","Esplanade de la Défense",FALSE
"Plaisance","Esplanade de la Défense",FALSE
"Porte de Vanves","Esplanade de la Défense",FALSE
"Malakoff – Plateau de Vanves","Esplanade de la Défense",FALSE
"Malakoff – Rue Étienne Dolet","Esplanade de la Défense",FALSE
"Châtillon – Montrouge","Esplanade de la Défense",FALSE
"Brochant","Esplanade de la Défense",FALSE
"Mairie de Clichy","Esplanade de la Défense",FALSE
"Gabriel Péri","Esplanade de la Défense",FALSE
"Les Agnettes","Esplanade de la Défense",FALSE
"Les Courtilles","Esplanade de la Défense",FALSE
"Guy Môquet","Esplanade de la Défense",FALSE
"Porte de Saint-Ouen","Esplanade de la Défense",FALSE
"Garibaldi","Esplanade de la Défense",FALSE
"Carrefour Pleyel","Esplanade de la Défense",FALSE
"Saint-Denis – Porte de Paris","Esplanade de la Défense",FALSE
"Basilique de Saint-Denis","Esplanade de la Défense",FALSE
"Saint-Denis – Université","Esplanade de la Défense",FALSE
"La Défense - Grande Arche","Pont de Neuilly",FALSE
"Esplanade de la Défense","Pont de Neuilly",TRUE
"Pont de Neuilly","Pont de Neuilly",FALSE
"Les Sablons","Pont de Neuilly",TRUE
"Porte Maillot","Pont de Neuilly",FALSE
"Argentine","Pont de Neuilly",FALSE
"Charles de Gaulle - Étoile","Pont de Neuilly",FALSE
"George V","Pont de Neuilly",FALSE
"Franklin D. Roosevelt","Pont de Neuilly",FALSE
"Champs-Élysées - Clemenceau","Pont de Neuilly",FALSE
"Concorde","Pont de Neuilly",FALSE
"Tuileries","Pont de Neuilly",FALSE
"Palais Royal - Musée du Louvre","Pont de Neuilly",FALSE
"Louvre - Rivoli","Pont de Neuilly",FALSE
"Châtelet","Pont de Neuilly",FALSE
"Hôtel de Ville","Pont de Neuilly",FALSE
"Saint-Paul","Pont de Neuilly",FALSE
"Bastille","Pont de Neuilly",FALSE
"Gare de Lyon","Pont de Neuilly",FALSE
"Reuilly - Diderot","Pont de Neuilly",FALSE
"Nation","Pont de Neuilly",FALSE
"Porte de Vincennes","Pont de Neuilly",FALSE
"Saint-Mandé","Pont de Neuilly",FALSE
"Bérault","Pont de Neuilly",FALSE
"Château de Vincennes","Pont de Neuilly",FALSE
"Porte Dauphine","Pont de Neuilly",FALSE
"Victor Hugo","Pont de Neuilly",FALSE
"Ternes","Pont de Neuilly",FALSE
"Courcelles","Pont de Neuilly",FALSE
"Monceau","Pont de Neuilly",FALSE
"Villiers","Pont de Neuilly",FALSE
"Rome","Pont de Neuilly",FALSE
"Place de Clichy","Pont de Neuilly",FALSE
"Blanche","Pont de Neuilly",FALSE
"Pigalle","Pont de Neuilly",FALSE
"Anvers","Pont de Neuilly",FALSE
"Barbès - Rochechouart","Pont de Neuilly",FALSE
"La Chapelle","Pont de Neuilly",FALSE
"Stalingrad","Pont de Neuilly",FALSE
"Jaurès","Pont de Neuilly",FALSE
"Colonel Fabien","Pont de Neuilly",FALSE
"Belleville","Pont de Neuilly",FALSE
"Couronnes","Pont de Neuilly",FALSE
"Ménilmontant","Pont de Neuilly",FALSE
"Rue Saint-Maur","Pont de Neuilly",FALSE
"Parmentier","Pont de Neuilly",FALSE
"Richard-Lenoir","Pont de Neuilly",FALSE
"Bréguet - Sabin","Pont de Neuilly",FALSE
"Chemin Vert","Pont de Neuilly",FALSE
"Saint-Ambroise","Pont de Neuilly",FALSE
"Voltaire","Pont de Neuilly",FALSE
"Charonne","Pont de Neuilly",FALSE
"Philippe Auguste","Pont de Neuilly",FALSE
"Alexandre Dumas","Pont de Neuilly",FALSE
"Avron","Pont de Neuilly",FALSE
"Pont de Levallois - Bécon","Pont de Neuilly",FALSE
"Anatole France","Pont de Neuilly",FALSE
"Louise Michel","Pont de Neuilly",FALSE
"Porte de Champerret","Pont de Neuilly",FALSE
"Pereire","Pont de Neuilly",FALSE
"Wagram","Pont de Neuilly",FALSE
"Malesherbes","Pont de Neuilly",FALSE
"Europe","Pont de Neuilly",FALSE
"Saint-Lazare","Pont de Neuilly",FALSE
"Havre - Caumartin","Pont de Neuilly",FALSE
"Opéra","Pont de Neuilly",FALSE
"Quatre Septembre","Pont de Neuilly",FALSE
"Bourse","Pont de Neuilly",FALSE
"Sentier","Pont de Neuilly",FALSE
"Réaumur - Sébastopol","Pont de Neuilly",FALSE
"Arts et Métiers","Pont de Neuilly",FALSE
"Temple","Pont de Neuilly",FALSE
"République","Pont de Neuilly",FALSE
"Père Lachaise","Pont de Neuilly",FALSE
"Gambetta","Pont de Neuilly",FALSE
"Porte de Bagnolet","Pont de Neuilly",FALSE
"Gallieni","Pont de Neuilly",FALSE
"Porte de Clignancourt","Pont de Neuilly",FALSE
"Simplon","Pont de Neuilly",FALSE
"Marcadet - Poissonniers","Pont de Neuilly",FALSE
"Château Rouge","Pont de Neuilly",FALSE
"Gare du Nord","Pont de Neuilly",FALSE
"Gare de l'Est","Pont de Neuilly",FALSE
"Château d'Eau","Pont de Neuilly",FALSE
"Strasbourg - Saint-Denis","Pont de Neuilly",FALSE
"Étienne Marcel","Pont de Neuilly",FALSE
"Les Halles","Pont de Neuilly",FALSE
"Cité","Pont de Neuilly",FALSE
"Saint-Michel","Pont de Neuilly",FALSE
"Odéon","Pont de Neuilly",FALSE
"Saint-Germain-des-Prés","Pont de Neuilly",FALSE
"Saint-Sulpice","Pont de Neuilly",FALSE
"Saint-Placide","Pont de Neuilly",FALSE
"Montparnasse - Bienvenüe","Pont de Neuilly",FALSE
"Vavin","Pont de Neuilly",FALSE
"Raspail","Pont de Neuilly",FALSE
"Denfert-Rochereau","Pont de Neuilly",FALSE
"Mouton-Duvernet","Pont de Neuilly",FALSE
"Alésia","Pont de Neuilly",FALSE
"Porte d'Orléans","Pont de Neuilly",FALSE
"Mairie de Montrouge","Pont de Neuilly",FALSE
"Barbara","Pont de Neuilly",FALSE
"Bagneux - Lucie Aubrac","Pont de Neuilly",FALSE
"Bobigny - Pablo Picasso","Pont de Neuilly",FALSE
"Bobigny - Pantin - Raymond Queneau","Pont de Neuilly",FALSE
"Église de Pantin","Pont de Neuilly",FALSE
"Hoche","Pont de Neuilly",FALSE
"Porte de Pantin","Pont de Neuilly",FALSE
"Ourcq","Pont de Neuilly",FALSE
"Laumière","Pont de Neuilly",FALSE
"Jacques Bonsergent","Pont de Neuilly",FALSE
"Oberkampf","Pont de Neuilly",FALSE
"Quai de la Rapée","Pont de Neuilly",FALSE
"Gare d'Austerlitz","Pont de Neuilly",FALSE
"Saint-Marcel","Pont de Neuilly",FALSE
"Campo-Formio","Pont de Neuilly",FALSE
"Place d'Italie","Pont de Neuilly",FALSE
"Kléber","Pont de Neuilly",FALSE
"Boissière","Pont de Neuilly",FALSE
"Trocadéro","Pont de Neuilly",FALSE
"Passy","Pont de Neuilly",FALSE
"Bir-Hakeim","Pont de Neuilly",FALSE
"Dupleix","Pont de Neuilly",FALSE
"La Motte-Picquet - Grenelle","Pont de Neuilly",FALSE
"Cambronne","Pont de Neuilly",FALSE
"Sèvres - Lecourbe","Pont de Neuilly",FALSE
"Pasteur","Pont de Neuilly",FALSE
"Edgar Quinet","Pont de Neuilly",FALSE
"Saint-Jacques","Pont de Neuilly",FALSE
"Glacière","Pont de Neuilly",FALSE
"Corvisart","Pont de Neuilly",FALSE
"Nationale","Pont de Neuilly",FALSE
"Chevaleret","Pont de Neuilly",FALSE
"Quai de la Gare","Pont de Neuilly",FALSE
"Bercy","Pont de Neuilly",FALSE
"Dugommier","Pont de Neuilly",FALSE
"Daumesnil","Pont de Neuilly",FALSE
"Bel-Air","Pont de Neuilly",FALSE
"Picpus","Pont de Neuilly",FALSE
"La Courneuve - 8 Mai 1945","Pont de Neuilly",FALSE
"Fort d'Aubervilliers","Pont de Neuilly",FALSE
"Aubervilliers - Pantin - Quatre Chemins","Pont de Neuilly",FALSE
"Porte de la Villette","Pont de Neuilly",FALSE
"Corentin Cariou","Pont de Neuilly",FALSE
"Crimée","Pont de Neuilly",FALSE
"Riquet","Pont de Neuilly",FALSE
"Louis Blanc","Pont de Neuilly",FALSE
"Château-Landon","Pont de Neuilly",FALSE
"Poissonnière","Pont de Neuilly",FALSE
"Cadet","Pont de Neuilly",FALSE
"Le Peletier","Pont de Neuilly",FALSE
"Chaussée d'Antin - La Fayette","Pont de Neuilly",FALSE
"Pyramides","Pont de Neuilly",FALSE
"Pont Neuf","Pont de Neuilly",FALSE
"Pont Marie","Pont de Neuilly",FALSE
"Sully - Morland","Pont de Neuilly",FALSE
"Jussieu","Pont de Neuilly",FALSE
"Place Monge","Pont de Neuilly",FALSE
"Censier - Daubenton","Pont de Neuilly",FALSE
"Les Gobelins","Pont de Neuilly",FALSE
"Tolbiac","Pont de Neuilly",FALSE
"Maison Blanche","Pont de Neuilly",FALSE
"Porte d'Italie","Pont de Neuilly",FALSE
"Porte de Choisy","Pont de Neuilly",FALSE
"Porte d'Ivry","Pont de Neuilly",FALSE
"Pierre et Marie Curie","Pont de Neuilly",FALSE
"Mairie d'Ivry","Pont de Neuilly",FALSE
"Balard","Pont de Neuilly",FALSE
"Lourmel","Pont de Neuilly",FALSE
"Boucicaut","Pont de Neuilly",FALSE
"Félix Faure","Pont de Neuilly",FALSE
"Commerce","Pont de Neuilly",FALSE
"École Militaire","Pont de Neuilly",FALSE
"La Tour-Maubourg","Pont de Neuilly",FALSE
"Invalides","Pont de Neuilly",FALSE
"Madeleine","Pont de Neuilly",FALSE
"Richelieu - Drouot","Pont de Neuilly",FALSE
"Grands Boulevards","Pont de Neuilly",FALSE
"Bonne Nouvelle","Pont de Neuilly",FALSE
"Filles du Calvaire","Pont de Neuilly",FALSE
"Saint-Sébastien - Froissart","Pont de Neuilly",FALSE
"Ledru-Rollin","Pont de Neuilly",FALSE
"Faidherbe - Chaligny","Pont de Neuilly",FALSE
"Montgallet","Pont de Neuilly",FALSE
"Michel Bizot","Pont de Neuilly",FALSE
"Porte Dorée","Pont de Neuilly",FALSE
"Porte de Charenton","Pont de Neuilly",FALSE
"Liberté","Pont de Neuilly",FALSE
"Charenton - Écoles","Pont de Neuilly",FALSE
"École Vétérinaire de Maisons-Alfort","Pont de Neuilly",FALSE
"Maisons-Alfort - Stade","Pont de Neuilly",FALSE
"Maisons-Alfort - Les Juilliottes","Pont de Neuilly",FALSE
"Créteil - L'Échat","Pont de Neuilly",FALSE
"Créteil - Université","Pont de Neuilly",FALSE
"Créteil - Préfecture","Pont de Neuilly",FALSE
"Pont de Sèvres","Pont de Neuilly",FALSE
"Billancourt","Pont de Neuilly",FALSE
"Marcel Sembat","Pont de Neuilly",FALSE
"Porte de Saint-Cloud","Pont de Neuilly",FALSE
"Exelmans","Pont de Neuilly",FALSE
"Michel-Ange - Molitor","Pont de Neuilly",FALSE
"Michel-Ange - Auteuil","Pont de Neuilly",FALSE
"Jasmin","Pont de Neuilly",FALSE
"Ranelagh","Pont de Neuilly",FALSE
"La Muette","Pont de Neuilly",FALSE
"Rue de la Pompe","Pont de Neuilly",FALSE
"Iéna","Pont de Neuilly",FALSE
"Alma - Marceau","Pont de Neuilly",FALSE
"Saint-Philippe du Roule","Pont de Neuilly",FALSE
"Miromesnil","Pont de Neuilly",FALSE
"Saint-Augustin","Pont de Neuilly",FALSE
"Rue des Boulets","Pont de Neuilly",FALSE
"Buzenval","Pont de Neuilly",FALSE
"Maraîchers","Pont de Neuilly",FALSE
"Porte de Montreuil","Pont de Neuilly",FALSE
"Robespierre","Pont de Neuilly",FALSE
"Croix de Chavaux","Pont de Neuilly",FALSE
"Mairie de Montreuil","Pont de Neuilly",FALSE
"Boulogne - Pont de Saint-Cloud","Pont de Neuilly",FALSE
"Boulogne - Jean Jaurès","Pont de Neuilly",FALSE
"Chardon-Lagache","Pont de Neuilly",FALSE
"Église d'Auteuil","Pont de Neuilly",FALSE
"Mirabeau","Pont de Neuilly",FALSE
"Javel - André Citroën","Pont de Neuilly",FALSE
"Charles Michels","Pont de Neuilly",FALSE
"Avenue Émile Zola","Pont de Neuilly",FALSE
"Ségur","Pont de Neuilly",FALSE
"Duroc","Pont de Neuilly",FALSE
"Vaneau","Pont de Neuilly",FALSE
"Sèvres - Babylone","Pont de Neuilly",FALSE
"Mabillon","Pont de Neuilly",FALSE
"Cluny - La Sorbonne","Pont de Neuilly",FALSE
"Maubert - Mutualité","Pont de Neuilly",FALSE
"Cardinal Lemoine","Pont de Neuilly",FALSE
"Rambuteau","Pont de Neuilly",FALSE
"Goncourt","Pont de Neuilly",FALSE
"Pyrénées","Pont de Neuilly",FALSE
"Jourdain","Pont de Neuilly",FALSE
"Place des Fêtes","Pont de Neuilly",FALSE
"Télégraphe","Pont de Neuilly",FALSE
"Porte des Lilas","Pont de Neuilly",FALSE
"Mairie des Lilas","Pont de Neuilly",FALSE
"Serge Gainsbourg","Pont de Neuilly",FALSE
"Romainville - Carnot","Pont de Neuilly",FALSE
"Montreuil - Hôpital","Pont de Neuilly",FALSE
"La Dhuys","Pont de Neuilly",FALSE
"Coteaux - Beauclair","Pont de Neuilly",FALSE
"Rosny-Bois-Perrier","Pont de Neuilly",FALSE
"Aubervilliers - Front Populaire","Pont de Neuilly",FALSE
"Porte de la Chapelle","Pont de Neuilly",FALSE
"Marx Dormoy","Pont de Neuilly",FALSE
"Jules Joffrin","Pont de Neuilly",FALSE
"Lamarck - Caulaincourt","Pont de Neuilly",FALSE
"Abbesses","Pont de Neuilly",FALSE
"Saint-Georges","Pont de Neuilly",FALSE
"Notre-Dame-de-Lorette","Pont de Neuilly",FALSE
"Trinité - d'Estienne d'Orves","Pont de Neuilly",FALSE
"Assemblée Nationale","Pont de Neuilly",FALSE
"Solférino","Pont de Neuilly",FALSE
"Rue du Bac","Pont de Neuilly",FALSE
"Rennes","Pont de Neuilly",FALSE
"Notre-Dame-des-Champs","Pont de Neuilly",FALSE
"Falguière","Pont de Neuilly",FALSE
"Volontaires","Pont de Neuilly",FALSE
"Vaugirard","Pont de Neuilly",FALSE
"Convention","Pont de Neuilly",FALSE
"Porte de Versailles","Pont de Neuilly",FALSE
"Corentin Celton","Pont de Neuilly",FALSE
"Mairie d'Issy","Pont de Neuilly",FALSE
"Saint-Denis – Pleyel","Pont de Neuilly",FALSE
"Mairie de Saint-Ouen","Pont de Neuilly",FALSE
"Porte de Clichy","Pont de Neuilly",FALSE
"Pont Cardinet","Pont de Neuilly",FALSE
"Cour Saint-Émilion","Pont de Neuilly",FALSE
"Bibliothèque François Mitterrand","Pont de Neuilly",FALSE
"Olympiades","Pont de Neuilly",FALSE
" Hôpital Bicêtre","Pont de Neuilly",FALSE
"Villejuif – Gustave Roussy","Pont de Neuilly",FALSE
"L'Haÿ-les-Roses","Pont de Neuilly",FALSE
"Chevilly-Larue","Pont de Neuilly",FALSE
"Thiais-Orly","Pont de Neuilly",FALSE
"Aéroport d'Orly","Pont de Neuilly",FALSE
"Saint-Fargeau","Pont de Neuilly",FALSE
"Pelleport","Pont de Neuilly",FALSE
"Bolivar","Pont de Neuilly",FALSE
"Buttes Chaumont","Pont de Neuilly",FALSE
"Botzaris","Pont de Neuilly",FALSE
"Pré Saint-Gervais","Pont de Neuilly",FALSE
"Danube","Pont de Neuilly",FALSE
"La Fourche","Pont de Neuilly",FALSE
"Liège","Pont de Neuilly",FALSE
"Champs-Élysées – Clemenceau","Pont de Neuilly",FALSE
